AIRLINES,YEAR,MONTH,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)","PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)"," FREIGHT
(IN TONNE)","MAIL
(IN TONNE)"," TOTAL
(IN TONNE)"," PASSENGER
(IN THOUSAND)","FREIGHT
(IN THOUSAND)"," MAIL
(IN THOUSAND)"," TOTAL
(IN THOUSAND)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)"
AIR INDIA EXPRESS,2015,DEC,56,97,48,10568,5532,8886,62.25523295,19.9,0,19.9,633.7,6.09,0.02,639.81,1211.86,52.79570247
BLUE DART,2021,JAN,440,598.67,436,0,0,0,0,9680.888,0,9680.888,0,9875,0,9875,13228,74.6522528
BLUE DART,2021,FEB,424,544.75,414,0,0,0,0,9378.509,0,9378.509,0,9492,0,9492,12711,74.67547793
BLUE DART,2021,MAR,460,573.16,449,0,0,0,0,10341.183,0,10341.183,0,10475,0,10475,14024,74.69338277
BLUE DART,2021,APR,473,628.92,468,0,0,0,0,10379.044,0,10379.044,0,10630,0,10630,14622,72.69867323
BLUE DART,2021,MAY,455,607.3,452,0,0,0,0,9878.067,0,9878.067,0,10202,0,10202,14051,72.60693189
BLUE DART,2021,JUNE,492,664.25,494,0,0,0,0,11015.053,0,11015.053,0,11491,0,11491,15188,75.65841454
BLUE DART,2021,JULY,498,662.1,495,0,0,0,0,11119.852,0,11119.852,0,11459,0,11459,15203,75.37328159
BLUE DART,2021,AUG,491,669.4,494,0,0,0,0,10799.295,0,10799.295,0,11242,0,11242,15215,73.88761091
BLUE DART,2021,SEP,476,659.15,480,0,0,0,0,10794.293,0,10794.293,0,11226,0,11226,14808,75.81037277
BLUE DART,2021,OCT,473,617,477,0,0,0,0,10793.12,0,10793.12,0,11105,0,11105,14844,74.8113716
BLUE DART,2021,NOV,452,633.4,453,0,0,0,0,9717.118,0,9717.118,0,9955,0,9955,14004,71.08683233
BLUE DART,2021,DEC,516,691.05,520,0,0,0,0,11248.731,0,11248.731,0,11612,0,11612,16051,72.34440222
BLUE DART,2020,JAN,477,656.15,467,0,0,0,0,10361.982,0,10361.982,0,10612,0,10612,14193,74.76925245
BLUE DART,2020,FEB,452,627.1,451,0,0,0,0,9862.707,0,9862.707,0,10204,0,10204,13722,74.36233785
BLUE DART,2020,MAR,354,496.15,355,0,0,0,0,7531.995,0,7531.995,0,7702,0,7702,10879,70.79694825
BLUE DART,2020,APR,188,261.25,202,0,0,0,0,3341.01,0,3341.01,0,3874,0,3874,6264,61.84546616
BLUE DART,2020,MAY,285,418.1,313,0,0,0,0,6219.871,0,6219.871,0,7309,0,7309,9723,75.17227193
BLUE DART,2020,JUNE,460,580,449,0,0,0,0,10359.631,0,10359.631,0,10646,0,10646,14085,75.58395456
BLUE DART,2020,JULY,478,612.66,478,0,0,0,0,10936.156,0,10936.156,0,11085,0,11085,14479,76.55915464
BLUE DART,2020,AUG,456,609,458,0,0,0,0,10510.731,0,10510.731,0,10884,0,10884,14059,77.41660147
BLUE DART,2020,SEP,491,664.58,493,0,0,0,0,11250.71,0,11250.71,0,11681,0,11681,15201,76.84362871
BLUE DART,2020,OCT,471,629.33,466,0,0,0,0,10503.642,0,10503.642,0,10785,0,10785,14526,74.24617926
BLUE DART,2020,NOV,447,600.05,451,0,0,0,0,9964.699,0,9964.699,0,10327,0,10327,14043,73.53841772
BLUE DART,2020,DEC,517,696.17,519,0,0,0,0,11435.733,0,11435.733,0,11750,0,11750,15866,74.05773352
BLUE DART,2019,JAN,467,840.416,460,0,0,0,0,9314,0,9314,0,9509.15,0,9509.15,13929.529,68.2661273
BLUE DART,2019,FEB,432,771.833,424,0,0,0,0,8593,0,8593,0,8733.779,0,8733.779,12947.94,67.45303886
BLUE DART,2019,MAR,464,860.0833,461,0,0,0,0,9558,0,9558,0,9814,0,9814,14262,68.8122283
BLUE DART,2019,APR,468,782.666,460.9669,0,0,0,0,9513,0,9513,0,9665.506,0,9665.506,14304.35,67.57039642
BLUE DART,2019,MAY,485,863.666,484,0,0,0,0,10311,0,10311,0,10613,0,10613,14936,71.05650777
BLUE DART,2019,JUNE,467,642,466,0,0,0,0,10110.677,0,10110.677,0,10448,0,10448,14295,73.08849248
BLUE DART,2019,JULY,517,619.0833333,508,0,0,0,0,11224.204,0,11224.204,0,11423,0,11423,15579,73.3230631
BLUE DART,2019,AUG,488,612.3333333,478,0,0,0,0,10921.057,0,10921.057,0,11165,0,11165,14785,75.5157254
BLUE DART,2019,SEP,445,595.03,442,0,0,0,0,10502.616,0,10502.616,0,10812,0,10812,13702,78.90818859
BLUE DART,2019,OCT,454,634.35,460,0,0,0,0,10430.393,0,10430.393,0,10866,0,10866,14281,76.08710875
BLUE DART,2019,NOV,454,621.25,444,0,0,0,0,10375.355,0,10375.355,0,10605,0,10605,13751,77.12166388
BLUE DART,2019,DEC,487,673.05,488,0,0,0,0,11367.316,0,11367.316,0,11827,0,11827,14882,79.47184518
BLUE DART,2018,JAN,506,893.833,500,0,0,0,0,10032,0,10032,0,10298.708,0,10298.708,15371.57,66.9984133
BLUE DART,2018,FEB,478,875.5,470,0,0,0,0,9546,0,9546,0,9724.138,0,9724.138,14594.979,66.62659809
BLUE DART,2018,MAR,501,921.667,502,0,0,0,0,10403,0,10403,0,10686.491,0,10686.491,15679.086,68.15761454
BLUE DART,2018,APR,472,854,474,0,0,0,0,9626,0,9626,0,10007.677,0,10007.677,14680.802,68.16846246
BLUE DART,2018,MAY,497,906.283,496,0,0,0,0,10556,0,10556,0,11095.642,0,11095.642,15026.978,73.8381463
BLUE DART,2018,JUNE,509,951,509,0,0,0,0,10787,0,10787,0,11241.961,0,11241.961,15763.713,71.31543818
BLUE DART,2018,JULY,497,913.4166,497,0,0,0,0,10463,0,10463,0,10791.806,0,10791.806,15309.45,70.49114109
BLUE DART,2018,AUG,496,895.9167,500,0,0,0,0,10639,0,10639,0,11134,0,11134,15412,72.24240851
BLUE DART,2018,SEP,466,857.08333,471,0,0,0,0,10260,0,10260,0,10756,0,10756,14602,73.66114231
BLUE DART,2018,OCT,539,947.666,552,0,0,0,0,11238,0,11238,0,11777,0,11777,17177,68.5626128
BLUE DART,2018,NOV,479,869.1666,479,0,0,0,0,9619,0,9619,0,9953.771,0,9953.771,14619.861,68.08389628
BLUE DART,2018,DEC,488,885.1666,487,0,0,0,0,10099,0,10099,0,10381.619,0,10381.619,14763.327,70.32032143
BLUE DART,2017,JAN,524,977.933,520,0,0,0,0,10543,0,10543,0,10789130,0,10789130,16140461,66.84524067
BLUE DART,2017,FEB,495,897.833,479,0,0,0,0,9719,0,9719,0,9763326,0,9763326,14933600,65.37824771
BLUE DART,2017,MAR,505,905.75,502,0,0,0,0,10668,0,10668,0,10891791,0,10891791,15901820,68.49399
BLUE DART,2017,APR,474,884.5,469,0,0,0,0,9652,0,9652,0,9821402,0,9821402,14858072,66.1014565
BLUE DART,2017,MAY,506,879,503,0,0,0,0,10696,0,10696,0,10925674,0,10925674,15811789,69.09827851
BLUE DART,2017,JUNE,502,899.0833,504,0,0,0,0,10749,0,10749,0,11104536,0,11104536,15702688,70.71742112
BLUE DART,2017,JULY,498,892.583,493,0,0,0,0,10516,0,10516,0,10833083,0,10833083,15408579,70.30552915
BLUE DART,2017,AUG,500,895.4167,502,0,0,0,0,10595,0,10595,0,11058872,0,11058872,15802952,69.97978606
BLUE DART,2017,SEP,541,1035.9166,556,0,0,0,0,11580,0,11580,0,12298956,0,12298956,17449991,70.48115956
BLUE DART,2017,OCT,500,879.416,510,0,0,0,0,10573,0,10573,0,11119178,0,11119178,16128123,68.94279018
BLUE DART,2017,NOV,508,914.416,513,0,0,0,0,10518,0,10518,0,11060038,0,11060038,16142172,68.51641774
BLUE DART,2017,DEC,506,949.5166,505,0,0,0,0,10719,0,10719,0,11111283,0,11111283,15765617,70.47794577
BLUE DART,2016,JAN,455,855.3,424,0,0,0,0,9249,0,9249,0,8905299,0,8905299,13117297,67.88974131
BLUE DART,2016,FEB,479,832.55,496,0,0,0,0,10033,0,10033,0,10564640,0,10564640,15423717,68.49607005
BLUE DART,2016,MAR,507,909,508,0,0,0,0,10483,0,10483,0,10769536,0,10769536,16139392,66.72826337
BLUE DART,2016,APR,482,859.1,484,0,0,0,0,9529,0,9529,0,9772089,0,9772089,15386735,63.50982843
BLUE DART,2016,MAY,503,900.5,507,0,0,0,0,10305,0,10305,0,10698545,0,10698545,16095961,66.46726468
BLUE DART,2016,JUNE,515,911.5,511,0,0,0,0,10584,0,10584,0,10728894,0,10728894,16100122,66.6385882
BLUE DART,2016,JULY,506,943.083,508,0,0,0,0,10287,0,10287,0,10580200,0,10580200,15996494,66.14074309
BLUE DART,2016,AUG,541,945.416,550,0,0,0,0,10965,0,10965,0,11487311,0,11487311,17279414,66.47974868
BLUE DART,2016,SEP,520,932.33,524,0,0,0,0,11150,0,11150,0,11498589,0,11498589,16571460,69.38790547
BLUE DART,2016,OCT,608,1157.33,647,0,0,0,0,12183,0,12183,0,13092242,0,13092242,20484242,63.91372451
BLUE DART,2016,NOV,496,882.583,490,0,0,0,0,10232,0,10232,0,10394129,0,10394129,15506752,67.02969777
BLUE DART,2016,DEC,562,1021.33,540,0,0,0,0,11602,0,11602,0,11458006,0,11458006,16838718,68.04559587
BLUE DART,2015,JAN,469,834,435,0,0,0,0,10218.8,0,10218.8,0,9822480,0,9822480,13660911,71.9
BLUE DART,2015,FEB,449,811,420,0,0,0,0,9542,0,9542,0,9224982,0,9224982,13360499,69
BLUE DART,2015,MAR,474,819,443,0,0,0,0,10126,0,10126,0,9802742,0,9802742,14306788,68.5
BLUE DART,2015,APR,472,819,433,0,0,0,0,9964,0,9964,0,9576914,0,9576914,14024677,68.3
BLUE DART,2015,MAY,481,899,459,0,0,0,0,10091,0,10091,0,10081967,0,10081967,14752763,68.3
BLUE DART,2015,JUNE,510,876,483,0,0,0,0,10851,0,10851,0,10611926,0,10611926,15333671,69.2
BLUE DART,2015,JULY,528,963,502,0,0,0,0,11169,0,11169,0,10890102,0,10890102,16015770,68
BLUE DART,2015,AUG,486,869,460,0,0,0,0,10333,0,10333,0,10163883,0,10163883,14494667,70.1
BLUE DART,2015,SEP,513,911,480,0,0,0,0,10733,0,10733,0,10363348,0,10363348,14819255,69.9
BLUE DART,2015,OCT,595,1103,582,0,0,0,0,11858,0,11858,0,11846377,0,11846377,18007855,65.8
BLUE DART,2015,NOV,503,902,471,0,0,0,0,9921,0,9921,0,9689713,0,9689713,14652166,66.1
BLUE DART,2015,DEC,510,917,475,0,0,0,0,10851,0,10851,0,10412290,0,10412290,14631273,71.2
GO AIR,2021,JAN,5323,10287.82,5163.897,633787,619864.761,955362.276,64.88269179,4439.4726,0,4439.4726,55787.82849,5095.006235,0,60882.83472,97855.84815,62.21685865
GO AIR,2021,FEB,4143,8310.97,3987.456,581273,562958.335,735783.24,76.51143766,4496.46582,0,4496.46582,50666.25015,4828.918549,0,55495.1687,75562.2912,73.44294068
GO AIR,2021,MAR,4709,9203.8,4464.36,611956,589514.952,823979.121,71.54488955,5228.14,0,5228.14,53056.34568,5513.168791,0,58569.51447,84599.622,69.23141391
GO AIR,2021,APR,4579,8843.033,4431.672,547137,537578.093,818721.751,65.6606585,5041.83416,0,5041.83416,48382.02837,5441.414312,0,53823.44268,83980.1844,64.09064599
GO AIR,2021,MAY,1220,2077.45,1062.621,138417,124752.207,196951.756,63.34150532,1723.07125,0,1723.07125,11227.69863,1714.740659,0,12942.43929,20136.66795,64.27299353
GO AIR,2021,JUNE,2004,3512.54,1794.126,258368,235326.108,331758.741,70.93290362,2994.22398,0,2994.22398,21179.34972,3164.682374,0,24344.03209,33998.6877,71.60285805
GO AIR,2021,JULY,2792,4839.07,2397.954,342014,298046.222,443852.476,67.14983877,3693.8173,0,3693.8173,26824.15998,3752.999146,0,30577.15913,45441.2283,67.28946437
GO AIR,2021,AUG,3709,7237.4,3329.94,457959,415897.514,615195.267,67.60414722,4803.87973,0,4803.87973,37430.85024,5063.293882,0,42494.14412,63097.1707,67.34714671
GO AIR,2021,SEP,4326,8502.53,3861.267,579872,527580.77,712498.074,74.04662402,6318.74,0,6318.74,47482.2693,6541.017222,0,54023.28652,73171.00965,73.83154446
GO AIR,2021,OCT,6451,12798.36,5998.572,883763,833800.578,1106509.912,75.35409931,6642.50422,0,6642.50422,75037.09347,7139.653395,0,82176.74686,113672.9394,72.29226877
GO AIR,2021,NOV,8086,15902.12,7638.282,1155939,1101805.331,1408278.833,78.23772574,6341.25798,0,6341.25798,99162.47979,6926.87204,0,106089.3518,144745.4439,73.29374174
GO AIR,2021,DEC,8332,16863.2,7859.509,1193076,1130994.365,1431800.332,78.99106738,7337.72128,0,7337.72128,101789.4929,8013.109692,0,109802.6025,148937.6956,73.72384952
GO AIR,2020,JAN,7846,14916,7462.182,1247479,1191784.32,1343764.716,88.68995486,0,0,0,107260.5888,0,0,107260.5888,141408.3489,75.85166621
GO AIR,2020,FEB,7639,14245.01,7096.264,1231507,1158190.743,1279530.596,90.5168463,797.12,0,797.12,104237.1669,925.892591,0,105163.0595,134474.2028,78.20314772
GO AIR,2020,MAR,5453,10113,5103.104,767558,729052.525,923735.886,78.92434797,2482.276,0,2482.276,65614.72725,2893.120353,0,68507.8476,96703.8208,70.84295846
GO AIR,2020,APR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO AIR,2020,MAY,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO AIR,2020,JUNE,831,0,883,88513,95199,164290,57.94570576,887.26,0,887.26,8567.9,1084.51,0,9652.41,16738,57.66764249
GO AIR,2020,JULY,833,1343,881.515,79358,82736.712,163961.79,50.46097143,1036.5505,0,1036.5505,7446.30408,1226.03634,0,8672.34042,16704.70925,51.91554244
GO AIR,2020,AUG,1216,1856,1226.576,132779,139257.664,228143.136,61.03960279,1746.7075,0,1746.7075,12533.18976,2101.640631,0,14634.83039,23243.6152,62.96279759
GO AIR,2020,SEP,2548,4989.55,2553.565,263659,273752.763,474960.048,57.63700845,3387.6329,0,3387.6329,24637.74867,4178.590726,0,28816.3394,48390.05675,59.55012523
GO AIR,2020,OCT,3425,6800.52,3553.875,395061,408108.549,660477.048,61.78996685,4315.0963,0,4315.0963,36729.76941,5313.957841,0,42043.72725,67345.93125,62.42949867
GO AIR,2020,NOV,4428,8796.92,4484.259,577339,587011.683,829618.338,70.75683554,4399.7993,0,4399.7993,52831.05147,5305.306841,0,58136.35831,84976.70805,68.41446279
GO AIR,2020,DEC,5349,10576.9,5283.254,654539,647184.488,976744.272,66.25935842,4612.7035,0,4612.7035,58246.60392,5401.088203,0,63647.69212,100117.6633,63.57289016
GO AIR,2019,JAN,6813,10786.133,6639.29,1087717,1060701.668,1213805.9,87.38643205,5229.419,0,5229.419,95463.15,5885.581,0,101348.731,125814.546,80.55406487
GO AIR,2019,FEB,6037,9467.95,5856.552,1026676,999484.096,1079898.144,92.55355253,4851.40109,0,4851.40109,89953.569,5317.421,0,95270.99,110981.66,85.8439043
GO AIR,2019,MAR,6862,10448.85,6605.523,1148587,1114700.284,1219774.416,91.38577342,6721.94,0,6721.94,100323.026,7380.656,0,107703.682,125174.661,86.04271914
GO AIR,2019,APR,7143,10757.03,6820.397,1190386,1142651.091,1257984.438,90.83189398,6772.52,0,6772.52,102838.598,7424.245,0,110262.843,129246.523,85.31203814
GO AIR,2019,MAY,8119,12223.9,7755.092,1355072,1303857.818,1397329,93.31072482,7918.54649,0,7918.54649,117347.2036,8767.358045,0,126114.5617,146958.9934,85.81615779
GO AIR,2019,JUNE,7889,11980.7,7539.183,1330396,1279195.672,1360279.32,94.0391913,7445.25601,0,7445.25601,115127.6105,8213.102107,0,123340.7126,142867.5179,86.33222894
GO AIR,2019,JULY,8192,12591.68333,7789.532,1325734,1269121.517,1404277.57,90.37540328,8094.7,0,8094.7,114220.9365,9028.23863,0,123249.1752,147611.6314,83.49557145
GO AIR,2019,AUG,8868,13423.65,8320.324,1390927,1311612.309,1498860.668,87.50728717,8752.78517,0,8752.78517,118045.1078,9687.192079,0,127732.2999,157670.1398,81.01235913
GO AIR,2019,SEP,8494,12882.35,8004.767,1326836,1249974.988,1441754.002,86.69821525,9086.7467,0,9086.7467,112497.7489,9929.282233,0,122427.0312,151690.3347,80.70852466
GO AIR,2019,OCT,9186,13812.32,8607.878,1378207,1289128,1551113,83.10987014,10082.36615,0,10082.36615,116021.5609,10816.87012,0,126838.431,163119.2881,77.75808272
GO AIR,2019,NOV,8561,13052.2,8092.889,1422119,1352293.297,1459429.45,92.65903857,8673.19039,0,8673.19039,121706.3967,9398.755605,0,131105.1523,153360.2466,85.48835522
GO AIR,2019,DEC,8267,12686.07,7813.82,1332368,1262740.787,1408237.09,89.6681955,0,0,0,113646.6708,0,0,113646.6708,148071.889,76.75101034
GO AIR,2018,JAN,6829,12871.866,6416,1095127,1031414,1145620,90.03107488,1410,0,1410,92827,1468,0,94295,121575,77.56117623
GO AIR,2018,FEB,6357,12030.166,5972,1020977,963904,1066358,90.39215723,3811.2,0,3811.2,86751.4,4206.3,0,90957.7,113169.4,80.37305137
GO AIR,2018,MAR,6641,12030.166,6353.3,1039974,997302.6,1133354.9,87.99561373,4090.2,0,4090.2,89757.2,4553.7,0,94310.9,120396,78.33391475
GO AIR,2018,APR,6349,12114.25,6103.4,1009963,974781.9,1088873.7,89.52203548,5458.6,0,5458.6,87730.4,6106.6,0,93837,115658.8,81.13260729
GO AIR,2018,MAY,6542,12657.33,6330.4,1034197,1005378.7,1127621.3,89.15925054,5998.3,0,5998.3,90484.1,6775.1,0,97259.2,119962,81.07500709
GO AIR,2018,JUNE,6663,12868.4833,6496.63,1054793,1027052.997,1159408.61,88.58421338,6602.78,0,6602.78,92434.77,7314.27,0,99749.04,123111.08,81.02360892
GO AIR,2018,JULY,6537,12562.266,6425.2,1026758,1002176.5,1149476.3,87.18548612,6516,0,6516,90195.9,7308.2,0,97504.1,121757.2,80.0807673
GO AIR,2018,AUG,6687,12742.066,6544.11,1014015,992139.22,1172612.38,84.60930798,6118.46,0,6118.46,89292.53,6790.95583,0,96083.48583,124010.97,77.47982766
GO AIR,2018,SEP,6086,11526.6333,5915.001,989309,960011.867,1059735.798,90.5897365,6207.856,0,6207.856,86401.06803,6997.821117,0,93398.88915,112089.269,83.32545124
GO AIR,2018,OCT,6902,13074.833,6759.89,1047651,1019261.21,1211954.956,84.10058517,7469.7949,0,7469.7949,91733.509,8201.182,0,99934.691,128099.916,78.01308082
GO AIR,2018,NOV,6502,12871.866,6410.801,1019398,1007827.395,1150762.452,87.57909969,6082.65,0,6082.65,90704.466,6706.253,0,97410.719,121484.679,80.18354232
GO AIR,2018,DEC,6853,13106.9333,6685.662,1111770,1090067.199,1231631.976,88.505919,5668.55,0,5668.55,98106.05,6487.1,0,104593.15,126693.29,82.55618747
GO AIR,2017,JAN,4945,8960.15,4577,788337,735410,809836,90.8097442,4346,0,4346,66187,4489,0,70676,86726,81.49343911
GO AIR,2017,FEB,4673,8315.533,4258,749352,685872,754470,90.90778957,4189,0,4189,61728,4343,0,66071,80689,81.88352811
GO AIR,2017,MAR,5392,9549.416,4937,802114,741179,874330,84.77108186,5729,0,5729,66706,5963,0,72669,93550,77.67931587
GO AIR,2017,APR,5005,8905.8833,4556,739401,683452,807242,84.66506946,5008,0,5008,61511,5145,0,66656,86329,77.21159749
GO AIR,2017,MAY,5334,9593.33,4960,863570,817288,879250,92.95285755,5105,0,5105,73556,5427,0,78983,93990,84.03340781
GO AIR,2017,JUNE,5155,9400.4166,4843,805483,767968,858717,89.43202475,4831,0,4831,69117,5165,0,74282,91773,80.94101751
GO AIR,2017,JULY,5113,9369.8833,4816,741855,703764,853098,82.49509435,0,0,0,63339,0,0,63339,91263,69.40271523
GO AIR,2017,AUG,5187,9511.1,4951,775836,747563,875273,85.40912378,0,0,0,67281,0,0,67281,93824,71.70979707
GO AIR,2017,SEP,5165,9426.25,4945,808539,774630,874904,88.53885683,0,0,0,69717,0,0,69717,93701,74.40368833
GO AIR,2017,OCT,5930,10981.716,5708,924189,888031,1013393,87.6294784,0,0,0,79923,0,0,79923,108166,73.88920733
GO AIR,2017,NOV,5819,10876.65,5499,933709,879987,977879,89.98935451,0,0,0,79199,0,0,79199,104208,76.00088285
GO AIR,2017,DEC,6601,12454.216,6277,1080481,1029625,1119124,92.00276288,0,0,0,92666,0,0,92666,118943,77.90790547
GO AIR,2016,JAN,4116,7517.09,3915,618650,584844,689089,84.87205571,5457,0,5457,52636,5896,0,58532,74195,78.88941303
GO AIR,2016,FEB,3923,7099.13,3690,595139,560809,649429,86.35416651,5219,0,5219,50473,5523,0,55996,69924,80.08123105
GO AIR,2016,MAR,4308,7780.77,4086,655518,620742,719059,86.32699125,4921,0,4921,55867,5249,0,61116,77421,78.93982253
GO AIR,2016,APR,4349,7780.0667,4152,676012,641370,730791,87.76380662,4894,0,4894,57723,5078,0,62801,78685,79.81317913
GO AIR,2016,MAY,4490,8085.966,4299,700766,670288,756663,88.58474645,4772,0,4772,60326,5051,0,65377,81470,80.24671658
GO AIR,2016,JUNE,4431,7960.98,4116,663991,612664,724376,84.57817487,4937,0,4937,55140,5162,0,60302,77994,77.31620381
GO AIR,2016,JULY,4507,8085.966,4183,716125,664584,736130,90.28079279,4426,0,4426,59813,4674,0,64487,79259,81.36236894
GO AIR,2016,AUG,4449,7968.6,4111,674131,622573,723532,86.04636699,3819,0,3819,56032,4101,0,60133,77903,77.18958192
GO AIR,2016,SEP,4380,7709.38,4022,686692,632943,707832,89.41994711,4053,0,4053,56965,4398,0,61363,76213,80.51513521
GO AIR,2016,OCT,4651,8451.983,4387,688261,651560,772080,84.39021863,5056,0,5056,58640,5382,0,64022,83130,77.01431493
GO AIR,2016,NOV,4674,8476.133,4374,719566,671781,769863,87.25981116,3554,0,3554,60460,3722,0,64182,82891,77.42939523
GO AIR,2016,DEC,4886,8568.3833,4585,780622,736296,811638,90.71729022,4275,0,4275,66267,4452,0,70719,86879,81.39941758
GO AIR,2015,JAN,3947,7459,3830,552971,533961,674072,79.21423824,5067,0,5067,48056,5353,0,53409,72578,73.58841522
GO AIR,2015,FEB,3545,6721.32,3433,534795,518968,604177,85.89668259,5485,0,5485,46707,5812,0,52519,65053,80.73263339
GO AIR,2015,MAR,3907,7456.48,3781,550969,532427,665383,80.0181249,4572,0,4572,47918,5072,0,52990,71642,73.9649926
GO AIR,2015,APR,3808,7210.04,3659,574464,550878,643994,85.54085908,4331,0,4331,49579,4866,0,54445,69339,78.52002481
GO AIR,2015,MAY,3892,7420.5,3792,612994,596484,667461,89.36612027,5008,0,5008,53684,5633,0,59317,71866,82.53833524
